raw_organism,raw_drug,canonical_organism,canonical_drug
cronobacter sakazakii,collection number,cronobacter sakazakii,collection number
cronobacter sakazakii,levofloxacin,cronobacter sakazakii,levofloxacin
cronobacter sakazakii,omadacycline,cronobacter sakazakii,eravacycline
cronobacter sakazakii,study year,cronobacter sakazakii,study year
cronobacter sakazakii,tigecycline,cronobacter sakazakii,tigecycline
cronobacter spp,tigecycline,cronobacter spp,tigecycline
cryptococcus gattii,amphotericin b (clsi),cryptococcus gattii,amphotericin b (clsi)
cryptococcus gattii,anidulafungin (clsi),cryptococcus gattii,anidulafungin (clsi)
cryptococcus gattii,caspofungin (clsi),cryptococcus gattii,caspofungin (clsi)
cryptococcus gattii,fluconazole (clsi),cryptococcus gattii,fluconazole (clsi)
cryptococcus gattii,itraconazole (clsi),cryptococcus gattii,itraconazole (clsi)
cryptococcus gattii,micafungin (clsi),cryptococcus gattii,micafungin (clsi)
cryptococcus gattii,posaconazole (clsi),cryptococcus gattii,posaconazole (clsi)
cryptococcus gattii,uid,cryptococcus gattii,uid
cryptococcus gattii,voriconazole (clsi),cryptococcus gattii,voriconazole (clsi)
cryptococcus gattii species complex,amphotericin b (clsi),cryptococcus gattii species complex,amphotericin b (clsi)
cryptococcus gattii species complex,anidulafungin (clsi),cryptococcus gattii species complex,anidulafungin (clsi)
cryptococcus gattii species complex,caspofungin (clsi),cryptococcus gattii species complex,caspofungin (clsi)
cryptococcus gattii species complex,fluconazole (clsi),cryptococcus gattii species complex,fluconazole (clsi)
cryptococcus gattii species complex,itraconazole (clsi),cryptococcus gattii species complex,itraconazole (clsi)
cryptococcus gattii species complex,micafungin (clsi),cryptococcus gattii species complex,micafungin (clsi)
cryptococcus gattii species complex,posaconazole (clsi),cryptococcus gattii species complex,posaconazole (clsi)
cryptococcus gattii species complex,uid,cryptococcus gattii species complex,uid
cryptococcus gattii species complex,voriconazole (clsi),cryptococcus gattii species complex,voriconazole (clsi)
cryptococcus laurentii,amphotericin b (clsi),cryptococcus laurentii,amphotericin b (clsi)
cryptococcus laurentii,anidulafungin (clsi),cryptococcus laurentii,anidulafungin (clsi)
cryptococcus laurentii,caspofungin (clsi),cryptococcus laurentii,caspofungin (clsi)
cryptococcus laurentii,fluconazole (clsi),cryptococcus laurentii,fluconazole (clsi)
cryptococcus laurentii,itraconazole (clsi),cryptococcus laurentii,itraconazole (clsi)
cryptococcus laurentii,micafungin (clsi),cryptococcus laurentii,micafungin (clsi)
cryptococcus laurentii,posaconazole (clsi),cryptococcus laurentii,posaconazole (clsi)
cryptococcus laurentii,uid,cryptococcus laurentii,uid
cryptococcus laurentii,voriconazole (clsi),cryptococcus laurentii,voriconazole (clsi)
cryptococcus neoformans,amphotericin b (clsi),cryptococcus neoformans,amphotericin b (clsi)
cryptococcus neoformans,anidulafungin (clsi),cryptococcus neoformans,anidulafungin (clsi)
cryptococcus neoformans,caspofungin (clsi),cryptococcus neoformans,caspofungin (clsi)
cryptococcus neoformans,fluconazole (clsi),cryptococcus neoformans,fluconazole (clsi)
cryptococcus neoformans,itraconazole (clsi),cryptococcus neoformans,itraconazole (clsi)
cryptococcus neoformans,micafungin (clsi),cryptococcus neoformans,micafungin (clsi)
cryptococcus neoformans,posaconazole (clsi),cryptococcus neoformans,posaconazole (clsi)
cryptococcus neoformans,uid,cryptococcus neoformans,uid
cryptococcus neoformans,voriconazole (clsi),cryptococcus neoformans,voriconazole (clsi)
cryptococcus neoformans var. grubii,amphotericin b (clsi),cryptococcus neoformans var. grubii,amphotericin b (clsi)
cryptococcus neoformans var. grubii,anidulafungin (clsi),cryptococcus neoformans var. grubii,anidulafungin (clsi)
cryptococcus neoformans var. grubii,caspofungin (clsi),cryptococcus neoformans var. grubii,caspofungin (clsi)
cryptococcus neoformans var. grubii,fluconazole (clsi),cryptococcus neoformans var. grubii,fluconazole (clsi)
cryptococcus neoformans var. grubii,itraconazole (clsi),cryptococcus neoformans var. grubii,itraconazole (clsi)
cryptococcus neoformans var. grubii,micafungin (clsi),cryptococcus neoformans var. grubii,micafungin (clsi)
cryptococcus neoformans var. grubii,posaconazole (clsi),cryptococcus neoformans var. grubii,posaconazole (clsi)
cryptococcus neoformans var. grubii,uid,cryptococcus neoformans var. grubii,uid
cryptococcus neoformans var. grubii,voriconazole (clsi),cryptococcus neoformans var. grubii,voriconazole (clsi)
cryptococcus neoformans var. neoformans,amphotericin b (clsi),cryptococcus neoformans var. neoformans,amphotericin b (clsi)
cryptococcus neoformans var. neoformans,anidulafungin (clsi),cryptococcus neoformans var. neoformans,anidulafungin (clsi)
cryptococcus neoformans var. neoformans,caspofungin (clsi),cryptococcus neoformans var. neoformans,caspofungin (clsi)
cryptococcus neoformans var. neoformans,fluconazole (clsi),cryptococcus neoformans var. neoformans,fluconazole (clsi)
cryptococcus neoformans var. neoformans,itraconazole (clsi),cryptococcus neoformans var. neoformans,itraconazole (clsi)
cryptococcus neoformans var. neoformans,micafungin (clsi),cryptococcus neoformans var. neoformans,micafungin (clsi)
cryptococcus neoformans var. neoformans,posaconazole (clsi),cryptococcus neoformans var. neoformans,posaconazole (clsi)
cryptococcus neoformans var. neoformans,uid,cryptococcus neoformans var. neoformans,uid
cryptococcus neoformans var. neoformans,voriconazole (clsi),cryptococcus neoformans var. neoformans,voriconazole (clsi)
cunninghamella bertholletiae,amphotericin b (clsi),cunninghamella bertholletiae,amphotericin b (clsi)
cunninghamella bertholletiae,anidulafungin (clsi),cunninghamella bertholletiae,anidulafungin (clsi)
cunninghamella bertholletiae,caspofungin (clsi),cunninghamella bertholletiae,caspofungin (clsi)
cunninghamella bertholletiae,itraconazole (clsi),cunninghamella bertholletiae,itraconazole (clsi)
cunninghamella bertholletiae,micafungin (clsi),cunninghamella bertholletiae,micafungin (clsi)
cunninghamella bertholletiae,posaconazole (clsi),cunninghamella bertholletiae,posaconazole (clsi)
cunninghamella bertholletiae,uid,cunninghamella bertholletiae,uid
cunninghamella bertholletiae,voriconazole (clsi),cunninghamella bertholletiae,voriconazole (clsi)
debaryomyces fabryi,amphotericin b (clsi),debaryomyces fabryi,amphotericin b (clsi)
debaryomyces fabryi,anidulafungin (clsi),debaryomyces fabryi,anidulafungin (clsi)
debaryomyces fabryi,caspofungin (clsi),debaryomyces fabryi,caspofungin (clsi)
debaryomyces fabryi,fluconazole (clsi),debaryomyces fabryi,fluconazole (clsi)
debaryomyces fabryi,itraconazole (clsi),debaryomyces fabryi,itraconazole (clsi)
debaryomyces fabryi,micafungin (clsi),debaryomyces fabryi,micafungin (clsi)
debaryomyces fabryi,posaconazole (clsi),debaryomyces fabryi,posaconazole (clsi)
debaryomyces fabryi,uid,debaryomyces fabryi,uid
debaryomyces fabryi,voriconazole (clsi),debaryomyces fabryi,voriconazole (clsi)
eggerthella lenta,tigecycline,eggerthella lenta,tigecycline
eggerthella spp,tigecycline,eggerthella spp,tigecycline
elizabethkingia anophelis,tigecycline,elizabethkingia anophelis,tigecycline
enterobacter agglomerans,tigecycline,enterobacter agglomerans,tigecycline
enterobacter asburiae,caz_mic,enterobacter asburiae,caz_mic
enterobacter asburiae,collection number,enterobacter asburiae,collection number
enterobacter asburiae,fep_mic,enterobacter asburiae,fep_mic
enterobacter asburiae,gm_mic,enterobacter asburiae,gm_mic
enterobacter asburiae,levofloxacin,enterobacter asburiae,levofloxacin
enterobacter asburiae,lvx_mic,enterobacter asburiae,lvx_mic
enterobacter asburiae,mem_mic,enterobacter asburiae,mem_mic
enterobacter asburiae,omadacycline,enterobacter asburiae,eravacycline
enterobacter asburiae,study year,enterobacter asburiae,study year
enterobacter asburiae,tigecycline,enterobacter asburiae,tigecycline
enterobacter asburiae,tzp_mic,enterobacter asburiae,tzp_mic
enterobacter bugandensis,caz_mic,enterobacter bugandensis,caz_mic
enterobacter bugandensis,fep_mic,enterobacter bugandensis,fep_mic
enterobacter bugandensis,gm_mic,enterobacter bugandensis,gm_mic
enterobacter bugandensis,lvx_mic,enterobacter bugandensis,lvx_mic
enterobacter bugandensis,mem_mic,enterobacter bugandensis,mem_mic
enterobacter bugandensis,tigecycline,enterobacter bugandensis,tigecycline
enterobacter bugandensis,tzp_mic,enterobacter bugandensis,tzp_mic
enterobacter cancerogenus,collection number,enterobacter cancerogenus,collection number
enterobacter cancerogenus,levofloxacin,enterobacter cancerogenus,levofloxacin
enterobacter cancerogenus,omadacycline,enterobacter cancerogenus,eravacycline
enterobacter cancerogenus,study year,enterobacter cancerogenus,study year
enterobacter cancerogenus,tigecycline,enterobacter cancerogenus,tigecycline
enterobacter cloacae,caz_mic,enterobacter cloacae,caz_mic
enterobacter cloacae,collection number,enterobacter cloacae,collection number
enterobacter cloacae,fep_mic,enterobacter cloacae,fep_mic
enterobacter cloacae,gm_mic,enterobacter cloacae,gm_mic
enterobacter cloacae,levofloxacin,enterobacter cloacae,levofloxacin
enterobacter cloacae,lvx_mic,enterobacter cloacae,lvx_mic
enterobacter cloacae,mem_mic,enterobacter cloacae,mem_mic
enterobacter cloacae,omadacycline,enterobacter cloacae,eravacycline
enterobacter cloacae,study year,enterobacter cloacae,study year
enterobacter cloacae,tigecycline,enterobacter cloacae,tigecycline
enterobacter cloacae,tzp_mic,enterobacter cloacae,tzp_mic
enterobacter cloacae complex,caz_mic,enterobacter cloacae complex,caz_mic
enterobacter cloacae complex,fep_mic,enterobacter cloacae complex,fep_mic
enterobacter cloacae complex,gm_mic,enterobacter cloacae complex,gm_mic
enterobacter cloacae complex,lvx_mic,enterobacter cloacae complex,lvx_mic
enterobacter cloacae complex,mem_mic,enterobacter cloacae complex,mem_mic
enterobacter cloacae complex,tzp_mic,enterobacter cloacae complex,tzp_mic
enterobacter cloacae species complex,collection number,enterobacter cloacae species complex,collection number
enterobacter cloacae species complex,levofloxacin,enterobacter cloacae species complex,levofloxacin
enterobacter cloacae species complex,omadacycline,enterobacter cloacae species complex,eravacycline
enterobacter cloacae species complex,study year,enterobacter cloacae species complex,study year
enterobacter cloacae species complex,tigecycline,enterobacter cloacae species complex,tigecycline
enterobacter gergoviae,tigecycline,enterobacterales,tigecycline
enterobacter hormaechei,caz_mic,enterobacterales,caz_mic
enterobacter hormaechei,collection number,enterobacterales,collection number
enterobacter hormaechei,fep_mic,enterobacterales,fep_mic
enterobacter hormaechei,gm_mic,enterobacterales,gm_mic
enterobacter hormaechei,levofloxacin,enterobacterales,levofloxacin
enterobacter hormaechei,lvx_mic,enterobacterales,lvx_mic
enterobacter hormaechei,mem_mic,enterobacterales,mem_mic
enterobacter hormaechei,omadacycline,enterobacterales,eravacycline
enterobacter hormaechei,study year,enterobacterales,study year
enterobacter hormaechei,tigecycline,enterobacterales,tigecycline
enterobacter hormaechei,tzp_mic,enterobacterales,tzp_mic
enterobacter hormaechi,tigecycline,enterobacterales,tigecycline
enterobacter intermedium,tigecycline,enterobacter intermedium,tigecycline
enterobacter kobei,caz_mic,enterobacterales,caz_mic
enterobacter kobei,collection number,enterobacterales,collection number
enterobacter kobei,fep_mic,enterobacterales,fep_mic
enterobacter kobei,gm_mic,enterobacterales,gm_mic
enterobacter kobei,levofloxacin,enterobacterales,levofloxacin
enterobacter kobei,lvx_mic,enterobacterales,lvx_mic
enterobacter kobei,mem_mic,enterobacterales,mem_mic
enterobacter kobei,omadacycline,enterobacterales,eravacycline
enterobacter kobei,study year,enterobacterales,study year
enterobacter kobei,tigecycline,enterobacterales,tigecycline
enterobacter kobei,tzp_mic,enterobacterales,tzp_mic
enterobacter liquifaciens,tigecycline,enterobacterales,tigecycline
enterobacter ludwigii,caz_mic,enterobacterales,caz_mic
enterobacter ludwigii,fep_mic,enterobacterales,fep_mic
enterobacter ludwigii,gm_mic,enterobacterales,gm_mic
enterobacter ludwigii,lvx_mic,enterobacterales,lvx_mic
enterobacter ludwigii,mem_mic,enterobacterales,mem_mic
enterobacter ludwigii,tigecycline,enterobacterales,tigecycline
enterobacter ludwigii,tzp_mic,enterobacterales,tzp_mic
enterobacter roggenkampii,caz_mic,enterobacter roggenkampii,caz_mic
enterobacter roggenkampii,fep_mic,enterobacter roggenkampii,fep_mic
enterobacter roggenkampii,gm_mic,enterobacter roggenkampii,gm_mic
enterobacter roggenkampii,lvx_mic,enterobacter roggenkampii,lvx_mic
enterobacter roggenkampii,mem_mic,enterobacter roggenkampii,mem_mic
enterobacter roggenkampii,tigecycline,enterobacter roggenkampii,tigecycline
enterobacter roggenkampii,tzp_mic,enterobacter roggenkampii,tzp_mic
enterobacter sakazakii,tigecycline,enterobacter sakazakii,tigecycline
enterobacter sp,caz_mic,enterobacterales,caz_mic
enterobacter sp,fep_mic,enterobacterales,fep_mic
enterobacter sp,gm_mic,enterobacterales,gm_mic
enterobacter sp,lvx_mic,enterobacterales,lvx_mic
enterobacter sp,mem_mic,enterobacterales,mem_mic
enterobacter sp,tzp_mic,enterobacterales,tzp_mic
enterobacter spp,tigecycline,enterobacterales,tigecycline
enterobacter taylorae,tigecycline,enterobacterales,tigecycline
enterobacter xiangfangensis,caz_mic,enterobacterales,caz_mic
enterobacter xiangfangensis,fep_mic,enterobacterales,fep_mic
enterobacter xiangfangensis,gm_mic,enterobacterales,gm_mic
enterobacter xiangfangensis,lvx_mic,enterobacterales,lvx_mic
enterobacter xiangfangensis,mem_mic,enterobacterales,mem_mic
enterobacter xiangfangensis,tigecycline,enterobacterales,tigecycline
enterobacter xiangfangensis,tzp_mic,enterobacterales,tzp_mic
"enterobacter, non-speciated",tigecycline,other non-enterobacterales,tigecycline
enterocloster clostridioformis,tigecycline,enterocloster clostridioformis,tigecycline
enterococcus avium,collection number,enterococcus avium,collection number
enterococcus avium,levofloxacin,enterococcus avium,levofloxacin
enterococcus avium,omadacycline,enterococcus avium,eravacycline
enterococcus avium,study year,enterococcus avium,study year
enterococcus avium,tigecycline,enterococcus avium,tigecycline
enterococcus canintestini,tigecycline,enterococcus canintestini,tigecycline
enterococcus casseliflavus,collection number,enterococcus casseliflavus,collection number
enterococcus casseliflavus,levofloxacin,enterococcus casseliflavus,levofloxacin
enterococcus casseliflavus,omadacycline,enterococcus casseliflavus,eravacycline
enterococcus casseliflavus,study year,enterococcus casseliflavus,study year
enterococcus casseliflavus,tigecycline,enterococcus casseliflavus,tigecycline
enterococcus durans,collection number,enterococcus durans,collection number
enterococcus durans,levofloxacin,enterococcus durans,levofloxacin
enterococcus durans,omadacycline,enterococcus durans,eravacycline
enterococcus durans,study year,enterococcus durans,study year
enterococcus durans,tigecycline,enterococcus durans,tigecycline
enterococcus faecalis,collection number,enterococcus faecalis,collection number
enterococcus faecalis,levofloxacin,enterococcus faecalis,levofloxacin
enterococcus faecalis,omadacycline,enterococcus faecalis,eravacycline
enterococcus faecalis,study year,enterococcus faecalis,study year
enterococcus faecalis,tigecycline,enterococcus faecalis,tigecycline
enterococcus faecium,collection number,enterococcus faecalis,collection number
enterococcus faecium,levofloxacin,enterococcus faecalis,levofloxacin
enterococcus faecium,omadacycline,enterococcus faecalis,eravacycline
